,Open,High,Low,Close,Volume
2025-11-18,4022.0,4022.8999,3977.3999,3998.95,25526
2025-11-19,3998.95,4025.95,3982.45,4019.3,49161
2025-11-20,4031.3999,4048.25,4009.3,4037.7,304677
2025-11-21,4025.0,4056.0,4016.45,4023.5,42194
2025-11-24,4023.5,4039.6001,4004.0,4013.3,21563
2025-11-25,4003.2,4054.6499,3980.6499,3995.8,42398
2025-11-26,4002.8999,4075.55,4000.0,4061.1001,194577
2025-11-27,4063.45,4139.0,4061.1001,4082.05,480414
2025-11-28,4093.95,4103.6001,4055.0,4068.5,42061
2025-12-01,4099.7998,4103.0,4050.5,4071.1001,34532
2025-12-02,4071.1001,4085.95,4026.1001,4030.8,20725
2025-12-03,4048.6499,4048.6499,3970.0,3987.45,73459
2025-12-04,3989.1499,4009.8501,3963.1001,3985.0,419960
2025-12-05,3999.0,4047.25,3976.75,4038.0,59772
2025-12-08,4045.0,4045.8999,3978.05,3995.7,22419
2025-12-09,3969.55,4017.0,3948.05,3998.1001,39822
2025-12-10,4000.0,4030.0,3968.8501,3989.05,128426
2025-12-11,3989.1001,4014.8501,3985.55,4005.2,358628
2025-12-12,4055.6001,4109.0,4048.05,4073.7,145450
2025-12-15,4084.3501,4094.95,4062.05,4090.95,17700
2025-12-16,4088.3501,4099.0,4043.45,4062.3501,24133
2025-12-17,4081.5,4081.5,4039.0,4062.6001,16331
2025-12-18,4074.6499,4074.6499,4022.75,4032.0,234376
2025-12-19,4036.05,4091.0,4036.05,4074.2,228276
2025-12-22,4074.2,4096.5498,4068.05,4071.5,35659
2025-12-23,4073.1499,4095.0,4053.75,4059.1499,44203
2025-12-24,4059.3501,4079.95,4047.25,4052.8,134881
2025-12-26,4045.3999,4057.75,4028.95,4045.1001,17106
2025-12-29,4032.8,4060.5,4032.8,4038.1499,45511
2025-12-30,4048.3,4063.0,4008.05,4051.8,92850
2025-12-31,4060.0,4094.7,4047.0,4083.1001,65582
2026-01-01,4084.8,4148.0,4084.8,4139.4502,182641
2026-01-02,4140.3999,4172.8999,4128.7002,4162.8999,83138
2026-01-05,4164.3999,4194.7002,4133.8999,4148.8501,26252
2026-01-06,4149.6499,4184.8999,4132.0,4141.2998,29506
2026-01-07,4110.0,4176.0,4093.3501,4167.7998,81750
2026-01-08,4151.25,4170.1499,3990.5,4028.0,320528
2026-01-09,4020.1499,4092.7,4006.1499,4026.75,41867
2026-01-12,4013.8,4026.6001,3944.0,4018.5,60678
2026-01-13,4020.8501,4020.8999,3836.3501,3888.05,180112
2026-01-14,3898.25,3903.8501,3857.0,3865.5,240516
2026-01-16,3868.55,3914.0,3850.0,3855.8999,49003
2026-01-19,3834.0,3876.95,3808.75,3867.4,139561
2026-01-20,3842.9,3874.0,3800.0,3808.0,117893
2026-01-21,3791.95,3828.0,3722.25,3767.15,106266
2026-01-22,3800.0,3800.0,3753.75,3794.3,159756
2026-01-23,3794.5,3803.0,3721.0,3745.05,183174
