,Open,High,Low,Close,Volume
2025-10-23,1386.95,1390.15,1360.0,1363.5,1060995
2025-10-24,1370.55,1381.75,1368.8,1375.45,745989
2025-10-27,1380.0,1387.45,1373.65,1377.7,715805
2025-10-28,1374.9,1374.9,1356.6,1363.2,884448
2025-10-29,1362.35,1371.5,1359.0,1370.55,452978
2025-10-30,1362.15,1370.3,1360.8,1362.45,707639
2025-10-31,1359.0,1362.0,1343.4,1345.05,385742
2025-11-03,1341.95,1351.5,1338.0,1345.6,493620
2025-11-04,1344.8,1349.95,1333.5,1336.6,488643
2025-11-05,1336.6,1336.6,1336.6,1336.6,0
2025-11-06,1330.0,1341.6,1317.5,1320.4,968812
2025-11-07,1318.55,1344.7,1318.55,1342.75,330778
2025-11-10,1343.1,1349.65,1340.95,1348.5,281098
2025-11-11,1349.85,1360.15,1346.8,1358.4,184565
2025-11-12,1369.0,1369.0,1356.0,1358.95,200751
2025-11-13,1359.0,1390.6,1359.0,1385.95,1226318
2025-11-14,1377.85,1381.55,1363.5,1371.9,194359
2025-11-17,1373.2,1382.45,1373.2,1378.9,69960
2025-11-18,1382.9,1382.9,1369.2,1371.9,74895
2025-11-19,1372.05,1384.0,1371.9,1383.1,181373
2025-11-20,1383.95,1388.0,1375.1,1382.9,1024146
2025-11-21,1374.45,1376.15,1364.9,1369.8,5009717
2025-11-24,1368.7,1376.55,1361.0,1368.05,547395
2025-11-25,1366.9,1376.8,1354.4,1358.05,359756
2025-11-26,1359.0,1376.5,1359.0,1374.95,1058397
2025-11-27,1377.45,1394.4,1375.45,1392.05,1044040
2025-11-28,1392.05,1398.0,1386.15,1388.7,222468
2025-12-01,1393.0,1400.0,1385.35,1389.9,116897
2025-12-02,1381.3,1385.0,1371.0,1372.65,229471
2025-12-03,1369.6,1393.95,1367.55,1391.4,567789
2025-12-04,1389.2,1391.8,1380.1,1386.5,1056528
2025-12-05,1379.9,1395.05,1379.85,1392.0,219006
2025-12-08,1390.5,1394.75,1382.8,1389.4,107255
2025-12-09,1380.0,1383.8,1373.35,1374.9,214148
2025-12-10,1375.5,1379.5,1357.8,1364.15,511819
2025-12-11,1363.55,1366.2,1353.15,1359.95,1217779
2025-12-12,1366.1,1370.35,1363.35,1366.0,732186
2025-12-15,1358.55,1369.4,1356.65,1365.2,143049
2025-12-16,1362.0,1368.05,1355.55,1366.0,118442
2025-12-17,1366.0,1366.0,1343.2,1352.95,346718
2025-12-18,1349.95,1369.5,1345.0,1356.9,976737
